food_id,food_name,category,state,region,region_code,diet_type,diet_code,calories_kcal,protein_g,carbs_g,fat_g,fiber_g,prebiotic_score,fodmap_level,is_fermented,description,clinical_benefit,image_path
384,Mutton Biryani (Lucknowi),Breads_Rice,Uttar Pradesh,North,1,non-veg,1,294,20.8,0.5,18.4,0.0,0,Medium,0,"Authentic Uttar Pradesh preparation of Mutton Biryani (Lucknowi), served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/384.jpg
385,Fish Galouti Kebab,Appetizers,Uttar Pradesh,North,1,non-veg,1,190,18.3,0.5,10.6,0.3,0,Low,0,"Authentic Uttar Pradesh preparation of Fish Galouti Kebab, served as a appetizers.",Low-FODMAP profile prevents bloating and supports IBS management.,images/385.jpg
386,Paneer Bonda,Snacks,Pan-India,Pan-India,6,veg,0,298,12.9,4.1,21.3,0.0,0,High,0,"Authentic Pan-India preparation of Paneer Bonda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/386.jpg
387,Chicken Chettinad,Main_Course,Tamil Nadu,South,2,non-veg,1,227,24.7,0.5,12.1,0.0,0,Medium,0,"Authentic Tamil Nadu preparation of Chicken Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/387.jpg
388,Mutton Tikka,Appetizers,Punjab,North,1,non-veg,1,260,20.7,2.2,16.6,1.0,0,Medium,0,"Authentic Punjab preparation of Mutton Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/388.jpg
389,Kala Chana Amritsari,Dals_Legumes,Punjab,North,1,veg,0,267,13.7,37.9,2.7,10.9,7,High,0,"Authentic Punjab preparation of Kala Chana Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/389.jpg
390,Paneer Malai Tikka,Appetizers,Punjab,North,1,veg,0,349,18.4,11.9,31.1,0.5,0,High,0,"Authentic Punjab preparation of Paneer Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/390.jpg
391,Aloo Malai Tikka,Appetizers,Punjab,North,1,veg,0,160,3.0,35.2,16.9,3.8,2,Medium,0,"Authentic Punjab preparation of Aloo Malai Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/391.jpg
392,Ghevar,Desserts,Rajasthan,North,1,veg,0,310,2.9,57.4,11.3,2.6,1,Medium,0,"Authentic Rajasthan preparation of Ghevar, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/392.jpg
393,Tinda Thoran,Side_Dish,Kerala,South,2,veg,0,153,6.9,21.8,5.6,2.3,1,Medium,0,"Authentic Kerala preparation of Tinda Thoran, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/393.jpg
394,Prawn Xacuti,Main_Course,Goa,West,3,non-veg,1,169,19.8,0.5,7.4,0.0,0,Medium,0,"Authentic Goa preparation of Prawn Xacuti, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/394.jpg
395,Broccoli Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,89,1.0,10.5,0.7,6.9,4,Medium,0,"Authentic Pan-India preparation of Broccoli Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/395.jpg
396,Aloo Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,126,3.1,27.3,2.9,3.1,2,Medium,0,"Authentic Pan-India preparation of Aloo Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/396.jpg
397,Aam Panna,Beverages,Pan-India,Pan-India,6,veg,0,145,7.0,16.5,6.2,3.3,2,Medium,0,"Authentic Pan-India preparation of Aam Panna, served as a beverages.","Provides authentic, calorically dense macronutrients for energy restoration.",images/397.jpg
398,Basmati (Steamed),Breads_Rice,Pan-India,Pan-India,6,veg,0,187,3.8,36.1,5.6,1.8,1,Low,0,"Authentic Pan-India preparation of Basmati (Steamed), served as a breads rice.",Low-FODMAP profile prevents bloating and supports IBS management.,images/398.jpg
399,Kofta Saag,Main_Course,Pan-India,Pan-India,6,veg,0,155,8.7,20.0,6.7,9.1,6,Medium,0,"Authentic Pan-India preparation of Kofta Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/399.jpg
400,Crab Vindaloo,Main_Course,Goa,West,3,non-veg,1,164,4.9,30.2,2.4,3.4,2,Medium,0,"Authentic Goa preparation of Crab Vindaloo, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/400.jpg
401,Chicken Vindaloo,Main_Course,Goa,West,3,non-veg,1,151,0.8,32.3,0.7,5.9,4,Medium,0,"Authentic Goa preparation of Chicken Vindaloo, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/401.jpg
402,Egg Butter Masala,Main_Course,Pan-India,Pan-India,6,non-veg,1,244,12.8,9.4,26.2,1.3,0,High,0,"Authentic Pan-India preparation of Egg Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/402.jpg
403,Moong Dal Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,246,15.3,38.5,2.9,10.9,7,High,0,"Authentic Pan-India preparation of Moong Dal Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/403.jpg
404,Peas Pulao,Breads_Rice,Pan-India,Pan-India,6,veg,0,242,5.7,55.2,0.5,0.9,0,Medium,0,"Authentic Pan-India preparation of Peas Pulao, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/404.jpg
405,Vermicelli Payasam,Desserts,Pan-India,Pan-India,6,veg,0,318,3.3,54.6,13.3,0.0,0,Medium,0,"Authentic Pan-India preparation of Vermicelli Payasam, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/405.jpg
406,Aloo Samosa,Snacks,Pan-India,Pan-India,6,veg,0,225,1.7,39.0,19.0,3.4,2,Medium,0,"Authentic Pan-India preparation of Aloo Samosa, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/406.jpg
407,Cashew Korma,Main_Course,Uttar Pradesh,North,1,veg,0,157,3.5,20.8,6.5,5.2,3,Medium,0,"Authentic Uttar Pradesh preparation of Cashew Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/407.jpg
408,Moong Dal Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,244,11.4,36.6,5.5,12.2,8,Medium,0,"Authentic Pan-India preparation of Moong Dal Cutlet, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/408.jpg
409,Moong Dal Samosa,Snacks,Pan-India,Pan-India,6,veg,0,355,14.5,46.9,20.8,11.8,8,Medium,0,"Authentic Pan-India preparation of Moong Dal Samosa, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/409.jpg
410,Fish Hariyali Tikka,Appetizers,Punjab,North,1,non-veg,1,154,17.4,5.4,5.8,1.2,0,Low,0,"Authentic Punjab preparation of Fish Hariyali Tikka, served as a appetizers.",Low-FODMAP profile prevents bloating and supports IBS management.,images/410.jpg
411,Crab Gassi,Main_Course,Karnataka,South,2,non-veg,1,148,6.0,17.3,1.9,4.8,3,Medium,0,"Authentic Karnataka preparation of Crab Gassi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/411.jpg
412,Fish Chettinad,Main_Course,Tamil Nadu,South,2,non-veg,1,190,19.5,4.9,8.7,0.0,0,Low,0,"Authentic Tamil Nadu preparation of Fish Chettinad, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/412.jpg
413,Sweet Potato Seekh Kebab,Appetizers,Pan-India,Pan-India,6,veg,0,171,0.8,32.9,2.0,3.0,2,Medium,0,"Authentic Pan-India preparation of Sweet Potato Seekh Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/413.jpg
414,Arbi Kurkuri,Side_Dish,Pan-India,Pan-India,6,veg,0,154,4.5,19.8,3.9,2.5,1,Medium,0,"Authentic Pan-India preparation of Arbi Kurkuri, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/414.jpg
415,Duck Malai Curry,Main_Course,West Bengal,East,4,non-veg,1,200,5.6,25.0,15.7,4.5,3,Medium,0,"Authentic West Bengal preparation of Duck Malai Curry, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/415.jpg
416,Mutton Achari Tikka,Appetizers,Punjab,North,1,non-veg,1,248,22.4,2.6,17.0,0.0,0,Medium,0,"Authentic Punjab preparation of Mutton Achari Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/416.jpg
417,Sweet Potato Pudina Tikka,Appetizers,Punjab,North,1,veg,0,116,5.4,26.4,0.5,4.1,2,Medium,0,"Authentic Punjab preparation of Sweet Potato Pudina Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/417.jpg
418,Mutton Korma,Main_Course,Uttar Pradesh,North,1,non-veg,1,319,20.5,0.5,21.0,0.2,0,Medium,0,"Authentic Uttar Pradesh preparation of Mutton Korma, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/418.jpg
419,Panchratna Dal Jeera,Dals_Legumes,Pan-India,Pan-India,6,veg,0,229,14.9,40.7,2.9,11.0,7,High,0,"Authentic Pan-India preparation of Panchratna Dal Jeera, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/419.jpg
420,Lotus Stem Lababdar,Main_Course,Pan-India,Pan-India,6,veg,0,163,5.1,20.7,8.1,4.5,3,Medium,0,"Authentic Pan-India preparation of Lotus Stem Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/420.jpg
421,Crab Xacuti,Main_Course,Goa,West,3,non-veg,1,154,5.5,21.6,2.7,5.0,3,Medium,0,"Authentic Goa preparation of Crab Xacuti, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/421.jpg
422,Mutton Rogan Josh,Main_Course,Jammu & Kashmir,North,1,non-veg,1,286,23.0,6.7,19.7,0.0,0,Medium,0,"Authentic Jammu & Kashmir preparation of Mutton Rogan Josh, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/422.jpg
423,Capsicum Bhujia,Side_Dish,Pan-India,Pan-India,6,veg,0,168,6.2,21.2,8.0,3.1,2,Medium,0,"Authentic Pan-India preparation of Capsicum Bhujia, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/423.jpg
424,Suji Halwa,Desserts,Pan-India,Pan-India,6,veg,0,334,6.6,50.9,10.4,0.4,0,Medium,0,"Authentic Pan-India preparation of Suji Halwa, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/424.jpg
425,Mutton Makhani,Main_Course,Punjab,North,1,non-veg,1,402,21.4,6.0,30.2,1.6,1,High,0,"Authentic Punjab preparation of Mutton Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/425.jpg
426,Crab Rogan Josh,Main_Course,Jammu & Kashmir,North,1,non-veg,1,141,1.3,19.7,7.8,4.9,3,Medium,0,"Authentic Jammu & Kashmir preparation of Crab Rogan Josh, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/426.jpg
427,Cashew Chettinad,Main_Course,Tamil Nadu,South,2,veg,0,145,5.1,21.3,1.9,3.5,2,Medium,0,"Authentic Tamil Nadu preparation of Cashew Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/427.jpg
428,Mirchi Pakora,Snacks,Pan-India,Pan-India,6,veg,0,235,4.2,31.6,21.9,4.6,3,Medium,0,"Authentic Pan-India preparation of Mirchi Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/428.jpg
429,Egg Vindaloo,Main_Course,Goa,West,3,non-veg,1,178,2.9,28.2,0.5,2.2,1,Medium,0,"Authentic Goa preparation of Egg Vindaloo, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/429.jpg
430,Jackfruit Salna,Main_Course,Tamil Nadu,South,2,veg,0,156,4.0,25.0,5.3,3.6,2,Medium,0,"Authentic Tamil Nadu preparation of Jackfruit Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/430.jpg
431,Duck Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,156,5.0,21.7,6.2,8.6,6,Medium,0,"Authentic Pan-India preparation of Duck Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/431.jpg
432,Tomato Chutney,Side_Dish,Pan-India,Pan-India,6,veg,0,163,2.7,24.0,6.1,5.4,3,Medium,0,"Authentic Pan-India preparation of Tomato Chutney, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/432.jpg
433,Kala Chana Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,227,16.1,41.7,3.1,11.5,8,High,0,"Authentic Pan-India preparation of Kala Chana Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/433.jpg
434,Moong Dal Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,237,14.0,40.9,2.9,11.2,7,Medium,0,"Authentic Pan-India preparation of Moong Dal Bhajiya, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/434.jpg
435,Sev Puri,Snacks,Pan-India,Pan-India,6,veg,0,133,2.7,18.3,4.9,4.2,2,Medium,0,"Authentic Pan-India preparation of Sev Puri, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/435.jpg
436,Mix Veg Tikki,Snacks,Pan-India,Pan-India,6,veg,0,142,3.5,19.7,5.1,5.1,3,Medium,0,"Authentic Pan-India preparation of Mix Veg Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/436.jpg
437,Lauki Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,148,7.0,16.8,2.2,3.4,2,Medium,0,"Authentic Pan-India preparation of Lauki Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/437.jpg
438,Egg Pakora,Snacks,Pan-India,Pan-India,6,non-veg,1,252,13.8,14.7,28.3,1.4,0,Medium,0,"Authentic Pan-India preparation of Egg Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/438.jpg
439,Toor Dal Amritsari,Dals_Legumes,Punjab,North,1,veg,0,214,13.0,43.0,2.0,11.5,8,High,0,"Authentic Punjab preparation of Toor Dal Amritsari, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/439.jpg
440,Moong Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,266,15.5,40.2,2.4,11.2,7,High,0,"Authentic Pan-India preparation of Moong Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/440.jpg
441,Kofta Lababdar,Main_Course,Pan-India,Pan-India,6,veg,0,148,6.4,19.3,5.5,4.3,3,Medium,0,"Authentic Pan-India preparation of Kofta Lababdar, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/441.jpg
442,Aloo Tikki,Snacks,Pan-India,Pan-India,6,veg,0,138,3.9,29.5,2.7,3.4,2,Medium,0,"Authentic Pan-India preparation of Aloo Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/442.jpg
443,Jackfruit Pasanda,Main_Course,Pan-India,Pan-India,6,veg,0,146,4.0,22.6,3.8,5.8,4,Medium,0,"Authentic Pan-India preparation of Jackfruit Pasanda, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/443.jpg
444,Toor Dal Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,241,12.7,36.7,3.6,12.9,9,High,0,"Authentic Pan-India preparation of Toor Dal Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/444.jpg
445,Panchratna Dal Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,222,12.7,41.5,2.1,17.5,10,High,0,"Authentic Pan-India preparation of Panchratna Dal Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/445.jpg
446,Lotus Stem Kolhapuri,Main_Course,Maharashtra,West,3,veg,0,159,6.8,20.5,2.4,4.4,3,Medium,0,"Authentic Maharashtra preparation of Lotus Stem Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/446.jpg
447,Chicken Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,203,21.6,3.1,11.8,2.6,1,Medium,0,"Authentic Pan-India preparation of Chicken Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/447.jpg
448,Toor Dal Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,246,14.6,43.1,1.9,17.7,10,High,0,"Authentic Pan-India preparation of Toor Dal Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/448.jpg
449,Paneer Pudina Tikka,Appetizers,Punjab,North,1,veg,0,273,15.7,5.2,17.2,0.0,0,High,0,"Authentic Punjab preparation of Paneer Pudina Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/449.jpg
450,Baby Corn Achari Tikka,Appetizers,Punjab,North,1,veg,0,145,5.7,19.8,1.3,2.5,1,Medium,0,"Authentic Punjab preparation of Baby Corn Achari Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/450.jpg
451,Fish Moilee,Main_Course,Kerala,South,2,non-veg,1,150,21.1,0.5,8.5,2.1,1,Low,0,"Authentic Kerala preparation of Fish Moilee, served as a main course.",Low-FODMAP profile prevents bloating and supports IBS management.,images/451.jpg
452,Kulith Palak,Dals_Legumes,Pan-India,Pan-India,6,veg,0,245,14.6,39.9,6.4,18.1,10,High,0,"Authentic Pan-India preparation of Kulith Palak, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/452.jpg
453,Karela Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,136,3.6,18.3,5.6,3.8,2,Medium,0,"Authentic Pan-India preparation of Karela Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/453.jpg
454,Palak Bhajiya,Snacks,Pan-India,Pan-India,6,veg,0,139,4.9,24.4,3.7,10.8,7,Medium,0,"Authentic Pan-India preparation of Palak Bhajiya, served as a snacks.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/454.jpg
455,Chicken Moilee,Main_Course,Kerala,South,2,non-veg,1,228,26.5,2.5,9.3,0.3,0,Medium,0,"Authentic Kerala preparation of Chicken Moilee, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/455.jpg
456,Mutton Kolhapuri,Main_Course,Maharashtra,West,3,non-veg,1,288,22.5,2.5,21.4,0.0,0,Medium,0,"Authentic Maharashtra preparation of Mutton Kolhapuri, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/456.jpg
457,Cheese Naan,Breads_Rice,Pan-India,Pan-India,6,veg,0,282,15.1,5.4,25.2,0.7,0,High,0,"Authentic Pan-India preparation of Cheese Naan, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/457.jpg
458,Khandvi,Snacks,Gujarat,West,3,veg,0,169,5.3,25.2,3.6,5.7,3,Medium,0,"Authentic Gujarat preparation of Khandvi, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/458.jpg
459,Gobi Jeera,Side_Dish,Pan-India,Pan-India,6,veg,0,75,5.3,9.9,0.5,5.9,4,Medium,0,"Authentic Pan-India preparation of Gobi Jeera, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/459.jpg
460,Mix Veg Pakora,Snacks,Pan-India,Pan-India,6,veg,0,234,4.9,30.7,17.7,6.4,4,Medium,0,"Authentic Pan-India preparation of Mix Veg Pakora, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/460.jpg
461,Chole Lasooni,Dals_Legumes,Punjab,North,1,veg,0,227,18.4,43.1,1.3,10.7,7,High,0,"Authentic Punjab preparation of Chole Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/461.jpg
462,Egg Moilee,Main_Course,Kerala,South,2,non-veg,1,170,13.3,4.4,11.6,0.0,0,Medium,0,"Authentic Kerala preparation of Egg Moilee, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/462.jpg
463,Mutton Vindaloo,Main_Course,Goa,West,3,non-veg,1,166,2.8,24.6,3.7,3.5,2,Medium,0,"Authentic Goa preparation of Mutton Vindaloo, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/463.jpg
464,Mishti Doi,Desserts,Pan-India,Pan-India,6,veg,0,290,4.2,60.1,14.6,1.0,0,Medium,0,"Authentic Pan-India preparation of Mishti Doi, served as a desserts.","Provides authentic, calorically dense macronutrients for energy restoration.",images/464.jpg
465,Paneer Tikki,Snacks,Pan-India,Pan-India,6,veg,0,281,15.6,8.8,16.7,1.1,0,High,0,"Authentic Pan-India preparation of Paneer Tikki, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/465.jpg
466,Cabbage Fry,Side_Dish,Pan-India,Pan-India,6,veg,0,143,6.1,25.7,3.8,2.5,1,Medium,0,"Authentic Pan-India preparation of Cabbage Fry, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/466.jpg
467,Jackfruit Butter Masala,Main_Course,Pan-India,Pan-India,6,veg,0,204,4.1,24.2,16.2,4.2,2,High,0,"Authentic Pan-India preparation of Jackfruit Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/467.jpg
468,Lotus Stem Chettinad,Main_Course,Tamil Nadu,South,2,veg,0,140,4.2,21.5,7.5,4.0,2,Medium,0,"Authentic Tamil Nadu preparation of Lotus Stem Chettinad, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/468.jpg
469,Navratan Jalfrezi,Main_Course,Pan-India,Pan-India,6,veg,0,141,8.8,18.6,5.4,5.5,3,Medium,0,"Authentic Pan-India preparation of Navratan Jalfrezi, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/469.jpg
470,Mutton Saag,Main_Course,Pan-India,Pan-India,6,non-veg,1,296,22.0,0.5,20.6,3.8,2,Medium,0,"Authentic Pan-India preparation of Mutton Saag, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/470.jpg
471,Vangi Bath,Breads_Rice,Karnataka,South,2,veg,0,180,5.3,37.7,3.4,4.9,3,Medium,0,"Authentic Karnataka preparation of Vangi Bath, served as a breads rice.","Provides authentic, calorically dense macronutrients for energy restoration.",images/471.jpg
472,Rajma Tadka,Dals_Legumes,Pan-India,Pan-India,6,veg,0,243,14.4,39.4,2.4,11.3,7,High,0,"Authentic Pan-India preparation of Rajma Tadka, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/472.jpg
473,Chicken Kadai,Main_Course,Pan-India,Pan-India,6,non-veg,1,230,26.3,1.1,8.3,0.1,0,Medium,0,"Authentic Pan-India preparation of Chicken Kadai, served as a main course.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/473.jpg
474,Soya Chaap Tandoori,Appetizers,Pan-India,Pan-India,6,veg,0,176,24.4,14.1,1.4,7.8,5,Medium,0,"Authentic Pan-India preparation of Soya Chaap Tandoori, served as a appetizers.",Supports lean muscle synthesis without aggravating bile-tolerant pathogens.,images/474.jpg
475,Chana Dal Lasooni,Dals_Legumes,Pan-India,Pan-India,6,veg,0,247,14.9,39.8,6.2,11.7,8,High,0,"Authentic Pan-India preparation of Chana Dal Lasooni, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/475.jpg
476,Lobia Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,247,12.6,41.4,2.2,11.6,8,High,0,"Authentic Pan-India preparation of Lobia Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/476.jpg
477,Mix Veg Bonda,Snacks,Pan-India,Pan-India,6,veg,0,124,7.3,19.6,4.1,3.0,2,Medium,0,"Authentic Pan-India preparation of Mix Veg Bonda, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/477.jpg
478,Navratan Butter Masala,Main_Course,Pan-India,Pan-India,6,veg,0,183,6.1,26.0,19.6,4.7,3,High,0,"Authentic Pan-India preparation of Navratan Butter Masala, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/478.jpg
479,Toor Dal Dhaba Style,Dals_Legumes,Pan-India,Pan-India,6,veg,0,223,15.0,37.1,5.3,12.5,8,High,0,"Authentic Pan-India preparation of Toor Dal Dhaba Style, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/479.jpg
480,Chicken Reshmi Kebab,Appetizers,Pan-India,Pan-India,6,non-veg,1,221,27.9,0.5,11.1,0.0,0,Medium,0,"Authentic Pan-India preparation of Chicken Reshmi Kebab, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/480.jpg
481,Mathri,Snacks,Pan-India,Pan-India,6,veg,0,146,2.5,21.0,6.3,3.5,2,Medium,0,"Authentic Pan-India preparation of Mathri, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/481.jpg
482,Onion Cutlet,Snacks,Pan-India,Pan-India,6,veg,0,161,3.6,22.2,7.7,4.4,3,Medium,0,"Authentic Pan-India preparation of Onion Cutlet, served as a snacks.","Provides authentic, calorically dense macronutrients for energy restoration.",images/482.jpg
483,Baingan Masala,Side_Dish,Pan-India,Pan-India,6,veg,0,163,4.0,17.0,2.9,3.5,2,High,0,"Authentic Pan-India preparation of Baingan Masala, served as a side dish.","Provides authentic, calorically dense macronutrients for energy restoration.",images/483.jpg
484,Mutton Salna,Main_Course,Tamil Nadu,South,2,non-veg,1,306,21.2,4.0,20.7,1.8,1,Medium,0,"Authentic Tamil Nadu preparation of Mutton Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/484.jpg
485,Gobi Tandoori,Appetizers,Pan-India,Pan-India,6,veg,0,58,2.8,9.8,0.7,6.3,4,Medium,0,"Authentic Pan-India preparation of Gobi Tandoori, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/485.jpg
486,Cashew Makhani,Main_Course,Punjab,North,1,veg,0,228,5.9,24.4,15.1,3.6,2,High,0,"Authentic Punjab preparation of Cashew Makhani, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/486.jpg
487,Baby Corn Tikka,Appetizers,Punjab,North,1,veg,0,147,5.0,23.6,2.5,6.7,4,Medium,0,"Authentic Punjab preparation of Baby Corn Tikka, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/487.jpg
488,Panchratna Dal Fry,Dals_Legumes,Pan-India,Pan-India,6,veg,0,226,16.3,41.3,6.1,11.3,7,High,0,"Authentic Pan-India preparation of Panchratna Dal Fry, served as a dals legumes.",Provides dense prebiotic fuel for butyrate-producing SCFA bacteria.,images/488.jpg
489,Duck Salna,Main_Course,Tamil Nadu,South,2,non-veg,1,181,2.6,20.5,9.0,4.0,2,Medium,0,"Authentic Tamil Nadu preparation of Duck Salna, served as a main course.","Provides authentic, calorically dense macronutrients for energy restoration.",images/489.jpg
490,Baby Corn Tandoori,Appetizers,Pan-India,Pan-India,6,veg,0,120,5.8,21.3,4.0,7.9,5,Medium,0,"Authentic Pan-India preparation of Baby Corn Tandoori, served as a appetizers.","Provides authentic, calorically dense macronutrients for energy restoration.",images/490.jpg
